chr,chr_bkpt,peak,mark,is_bkpt
chr5,141488471,99,TFs_and_others_ASCL1,0
chr5,141488471,382,Histone_H3K122ac,0
chr5,141488471,182,TFs_and_others_ATRX,0
chr17,96689436,339,Histone_H3K27ac,0
chr17,96689436,157,TFs_and_others_PITX3,0
chr17,96689436,1103,TFs_and_others_MAU2,0
chr17,96689436,229,Histone_H3K4me3,0
chr17,96689436,705,Histone_H3K9me3,0
chr17,96689436,620,Histone_H3.3,0
chr17,96689436,297,Histone_H4K20me1,0
chr7,133356607,307,Histone_H3K27me3,0
chr14,55382755,187,Histone_H3K27me3,0
chr14,55382755,94,Histone_H3K4me1,0
chr3,104404545,246,TFs_and_others_PHOX2B,0
chr1,93165120,217,Histone_H3K4me1,0
chr17,13373218,91,TFs_and_others_SMARCA4,0
chr17,13373218,108,TFs_and_others_EP300,0
chr4,2814776,1548,Histone_H3K27ac,0
chr4,2814776,124,Histone_H3K4me2,0
chr4,2814776,885,Histone_H3K4me3,0
chr4,2814776,197,Histone_H3K4me1,0
chr1,116083462,70,TFs_and_others_MECP2,0
chr17,159806802,339,Histone_H3K27ac,0
chr17,159806802,157,TFs_and_others_PITX3,0
chr17,159806802,1103,TFs_and_others_MAU2,0
chr17,159806802,229,Histone_H3K4me3,0
chr17,159806802,705,Histone_H3K9me3,0
chr17,159806802,620,Histone_H3.3,0
chr17,159806802,297,Histone_H4K20me1,0
chr1,167175663,244,Histone_H3K27ac,0
chr1,167175663,244,Histone_H3K27me3,0
chr17,116782414,339,Histone_H3K27ac,0
chr17,116782414,157,TFs_and_others_PITX3,0
chr17,116782414,1103,TFs_and_others_MAU2,0
chr17,116782414,229,Histone_H3K4me3,0
chr17,116782414,705,Histone_H3K9me3,0
chr17,116782414,620,Histone_H3.3,0
chr17,116782414,297,Histone_H4K20me1,0
chr15,35286201,114,Histone_H3K4me1,0
chr9,24141609,320,Histone_H3K27ac,0
chr5,169320850,236,TFs_and_others_NFIC,0
chr5,169320850,336,TFs_and_others_JUN,0
chr5,169320850,133,TFs_and_others_Epitope tags,0
chr5,169320850,267,TFs_and_others_PBX3,0
chr5,169320850,539,TFs_and_others_GATA3,0
chr5,169320850,227,Histone_H3K27ac,0
chr5,169320850,94,Histone_H3K4me2,0
chr5,169320850,115,TFs_and_others_MAU2,0
chr5,169320850,162,Histone_H3K4me3,0
chr5,169320850,305,TFs_and_others_TCF12,0
chr5,169320850,282,TFs_and_others_BRD4,0
chr5,169320850,113,TFs_and_others_JUND,0
chr5,169320850,105,TFs_and_others_EP300,0
chr5,169320850,192,TFs_and_others_MAX,0
chr5,169320850,204,Histone_H3K4me1,0
chr12,97949472,633,TFs_and_others_PBX3,0
chr12,97949472,531,TFs_and_others_GATA3,0
chr12,97949472,183,TFs_and_others_ISL1,0
chr12,97949472,706,Histone_H3K27ac,0
chr12,97949472,230,TFs_and_others_RARA,0
chr12,97949472,90,TFs_and_others_TBX2,0
chr12,97949472,190,TFs_and_others_MAML3,0
chr12,97949472,513,TFs_and_others_TCF12,0
chr12,97949472,157,TFs_and_others_JUND,0
chr12,97949472,275,TFs_and_others_EP300,0
chr12,97949472,236,TFs_and_others_MEIS1,0
chr12,97949472,667,TFs_and_others_EBF3,0
chr12,97949472,164,TFs_and_others_TEAD4,0
chr12,97949472,215,TFs_and_others_PHOX2B,0
chr12,97949472,161,TFs_and_others_HAND2,0
chr13,85477168,76,Histone_H3K27ac,0
chr13,85477168,763,TFs_and_others_RARA,0
chr5,40656616,203,Histone_H3K4me1,0
chr5,40656616,1509,TFs_and_others_PHOX2B,0
chr3,156150463,323,Histone_H3K27ac,0
chr3,156150463,234,Histone_H3K4me1,0
chr19,28464309,260,Histone_H3K27ac,0
chr19,28464309,223,Histone_H3K4me1,0
chr2,85826007,370,Histone_H3K36me3,0
chr1,56696098,352,Histone_H3K27ac,0
chr1,56696098,70,Histone_H3.3,0
chr4,91101749,287,Histone_H3K9me3,0
chr4,91101749,145,Histone_H3K27me3,0
chr12,100968171,666,Histone_H3K9ac,0
chr12,100968171,92,TFs_and_others_TOP2B,0
chr12,100968171,1880,Histone_H3K27ac,0
chr12,100968171,1578,Histone_H3K4me2,0
chr12,100968171,626,Histone_H3K9K14ac,0
chr12,100968171,2513,Histone_H3K4me3,0
chr12,100968171,203,TFs_and_others_CHD7,0
chr12,100968171,134,TFs_and_others_MAX,0
chr12,100968171,103,Histone_H3K27me3,0
chr12,100968171,247,Histone_H3.3,0
chr12,100968171,235,Histone_H3K4me1,0
chr12,100968171,263,TFs_and_others_MXI1,0
chr12,100968171,173,Histone_H3.3 K27M mutant,0
chr5,110979798,591,TFs_and_others_NEUROD1,0
chr5,110979798,985,TFs_and_others_OTX2,0
chr17,110317785,339,Histone_H3K27ac,0
chr17,110317785,157,TFs_and_others_PITX3,0
chr17,110317785,1103,TFs_and_others_MAU2,0
chr17,110317785,229,Histone_H3K4me3,0
chr17,110317785,705,Histone_H3K9me3,0
chr17,110317785,620,Histone_H3.3,0
chr17,110317785,297,Histone_H4K20me1,0
chr7,111319406,118,Histone_H3K27ac,0
chr7,111319406,217,Histone_H3K4me1,0
chr10,87268326,80,Histone_H3K27ac,0
chr10,87268326,112,Histone_H3K27me3,0
chr4,89322980,160,Histone_H3K4me1,0
chr9,102495776,91,Histone_H3K4me3,0
chr20,10688570,199,Histone_H3K4me1,0
chr16,48828181,119,Histone_H3K27me3,0
chr17,119848722,339,Histone_H3K27ac,0
chr17,119848722,157,TFs_and_others_PITX3,0
chr17,119848722,1103,TFs_and_others_MAU2,0
chr17,119848722,229,Histone_H3K4me3,0
chr17,119848722,705,Histone_H3K9me3,0
chr17,119848722,620,Histone_H3.3,0
chr17,119848722,297,Histone_H4K20me1,0
chr17,46522826,137,Histone_H3K27ac,0
chr17,46522826,227,Histone_H3K27me3,0
chr8,7300827,98,TFs_and_others_MYCN,0
chr8,7300827,97,Histone_H3K27me3,0
chr12,114442778,181,Histone_H3K27me3,0
chr14,71032829,97,Histone_H3K9me3,0
chr6,52426475,362,Histone_H3K36me3,0
chr6,52426475,124,Histone_H3K4me2,0
chr6,52426475,111,Histone_H3K27me3,0
chr9,102889166,1038,Histone_H3K27ac,0
chr9,102889166,80,Histone_H3K4me2,0
chr9,102889166,109,Histone_H3K4me1,0
chr7,152457219,1249,Histone_H3K9ac,0
chr7,152457219,390,TFs_and_others_ARID1B,0
chr7,152457219,119,TFs_and_others_Epitope tags,0
chr7,152457219,272,TFs_and_others_TFAP2B,0
chr7,152457219,667,TFs_and_others_USF1,0
chr7,152457219,167,TFs_and_others_MGMT,0
chr7,152457219,87,TFs_and_others_SMARCA4,0
chr7,152457219,339,TFs_and_others_CHD8,0
chr7,152457219,296,TFs_and_others_ARNTL,0
chr7,152457219,2606,Histone_H3K27ac,0
chr7,152457219,356,TFs_and_others_BRD2,0
chr7,152457219,183,Histone_H3K36me3,0
chr7,152457219,361,TFs_and_others_BMI1,0
chr7,152457219,2298,Histone_H3K4me2,0
chr7,152457219,1112,Histone_H3K9K14ac,0
chr7,152457219,3233,Histone_H3K4me3,0
chr7,152457219,227,TFs_and_others_CHD7,0
chr7,152457219,72,TFs_and_others_SIN3A,0
chr7,152457219,1261,TFs_and_others_MYCN,0
chr7,152457219,859,TFs_and_others_MYC,0
chr7,152457219,494,TFs_and_others_BRD4,0
chr7,152457219,290,TFs_and_others_RAD21,0
chr7,152457219,200,TFs_and_others_EP300,0
chr7,152457219,186,TFs_and_others_GTF3C2,0
chr7,152457219,259,Histone_H3K79me2,0
chr7,152457219,1429,TFs_and_others_MAX,0
chr7,152457219,96,Histone_H3K27me3,0
chr7,152457219,539,Histone_H2A.Z,0
chr7,152457219,94,Histone_H3.3,0
chr7,152457219,480,TFs_and_others_CIC,0
chr7,152457219,196,Histone_H3K4me1,0
chr7,152457219,199,TFs_and_others_ASCL1,0
chr7,152457219,750,TFs_and_others_MXI1,0
chr7,152457219,70,Histone_H3.3 K27M mutant,0
chr7,152457219,364,Histone_H3K122ac,0
chr7,152457219,133,TFs_and_others_SMC3,0
chr17,176117115,339,Histone_H3K27ac,0
chr17,176117115,157,TFs_and_others_PITX3,0
chr17,176117115,1103,TFs_and_others_MAU2,0
chr17,176117115,229,Histone_H3K4me3,0
chr17,176117115,705,Histone_H3K9me3,0
chr17,176117115,620,Histone_H3.3,0
chr17,176117115,297,Histone_H4K20me1,0
chr1,171966775,101,Histone_H3K4me2,0
chr1,171966775,1254,TFs_and_others_ASCL1,0
chr17,43019438,731,Histone_H3K27ac,0
chr17,43019438,295,Histone_H3K36me3,0
chr17,43019438,124,Histone_H3K4me2,0
chr17,43019438,219,Histone_H3K4me3,0
chr17,43019438,304,Histone_H3K4me1,0
chr15,80500150,258,TFs_and_others_NANOG,0
chr14,25099593,327,Histone_H3K27ac,0
chr14,25099593,204,Histone_H3K27me3,0
chr14,25099593,235,Histone_H3.3,0
chr17,126041292,339,Histone_H3K27ac,0
chr17,126041292,157,TFs_and_others_PITX3,0
chr17,126041292,1103,TFs_and_others_MAU2,0
chr17,126041292,229,Histone_H3K4me3,0
chr17,126041292,705,Histone_H3K9me3,0
chr17,126041292,620,Histone_H3.3,0
chr17,126041292,297,Histone_H4K20me1,0
chr20,34407355,358,Histone_H3K9ac,0
chr20,34407355,802,TFs_and_others_SMARCA4,0
chr20,34407355,1365,Histone_H3K27ac,0
chr20,34407355,234,Histone_H3K4me2,0
chr20,34407355,187,Histone_H3K4me3,0
chr20,34407355,284,Histone_H3K9me3,0
chr20,34407355,85,TFs_and_others_CHD7,0
chr20,34407355,457,TFs_and_others_NEUROD1,0
chr20,34407355,90,TFs_and_others_OTX2,0
chr20,34407355,78,TFs_and_others_EP300,0
chr20,34407355,133,Histone_H3.3,0
chr20,34407355,295,Histone_H3K4me1,0
chr20,34407355,755,TFs_and_others_ASCL1,0
chr6,46985356,626,Histone_H3K27ac,0
chr4,167002197,109,Histone_H3K9me3,0
chr2,58363800,163,Histone_H3K27ac,0
chr13,59987635,121,TFs_and_others_NEUROD1,0
chr13,59987635,233,TFs_and_others_OTX2,0
chr1,86371525,512,TFs_and_others_FLI1,0
chr12,29658124,120,TFs_and_others_TFAP2B,0
chr12,29658124,171,Histone_H3K27me3,0
chr17,146271455,339,Histone_H3K27ac,0
chr17,146271455,157,TFs_and_others_PITX3,0
chr17,146271455,1103,TFs_and_others_MAU2,0
chr17,146271455,229,Histone_H3K4me3,0
chr17,146271455,705,Histone_H3K9me3,0
chr17,146271455,620,Histone_H3.3,0
chr17,146271455,297,Histone_H4K20me1,0
chr4,96779068,539,TFs_and_others_JUN,0
chr4,96779068,104,TFs_and_others_PBX3,0
chr4,96779068,250,TFs_and_others_GATA3,0
chr4,96779068,125,TFs_and_others_MAU2,0
chr4,96779068,152,TFs_and_others_JUND,0
chr4,96779068,68,Histone_H3K4me1,0
chr4,96779068,167,TFs_and_others_FOSL2,0
chr16,49943741,240,Histone_H3K27ac,0
chr8,17111911,124,TFs_and_others_FOXP2,0
chr8,17111911,66,Histone_H3K4me2,0
chr8,17111911,92,Histone_H3K4me3,0
chr18,56857102,98,Histone_H3K27ac,0
chr2,129792663,180,Histone_H3K9me3,0
chr17,87586960,339,Histone_H3K27ac,0
chr17,87586960,157,TFs_and_others_PITX3,0
chr17,87586960,1103,TFs_and_others_MAU2,0
chr17,87586960,229,Histone_H3K4me3,0
chr17,87586960,705,Histone_H3K9me3,0
chr17,87586960,620,Histone_H3.3,0
chr17,87586960,297,Histone_H4K20me1,0
chr20,1342444,244,Histone_H3K27ac,0
chr15,102119853,822,Histone_H3K27ac,0
chr15,102119853,272,Histone_H3K4me2,0
chr15,102119853,215,Histone_H3K4me3,0
chr15,102119853,130,Histone_H3K4me1,0
chr3,107126805,169,TFs_and_others_OTX2,0
chr16,27164454,117,TFs_and_others_HOXC9,0
chr16,27164454,181,TFs_and_others_RARA,0
chr16,27164454,178,TFs_and_others_PITX3,0
chr16,27164454,243,TFs_and_others_VSX2,0
chr16,27164454,290,TFs_and_others_EP300,0
chr16,27164454,1680,TFs_and_others_TEAD4,0
chr16,27164454,467,TFs_and_others_PHOX2B,0
chr7,83045116,252,TFs_and_others_TFAP2B,0
chr7,83045116,161,TFs_and_others_GATA3,0
chr7,64753698,134,Histone_H3K27ac,0
chr20,56676979,803,Histone_H3K27ac,0
chr17,179212536,339,Histone_H3K27ac,0
chr17,179212536,157,TFs_and_others_PITX3,0
chr17,179212536,1103,TFs_and_others_MAU2,0
chr17,179212536,229,Histone_H3K4me3,0
chr17,179212536,705,Histone_H3K9me3,0
chr17,179212536,620,Histone_H3.3,0
chr17,179212536,297,Histone_H4K20me1,0
chr17,140239165,339,Histone_H3K27ac,0
chr17,140239165,157,TFs_and_others_PITX3,0
chr17,140239165,1103,TFs_and_others_MAU2,0
chr17,140239165,229,Histone_H3K4me3,0
chr17,140239165,705,Histone_H3K9me3,0
chr17,140239165,620,Histone_H3.3,0
chr17,140239165,297,Histone_H4K20me1,0
chr19,1843161,177,TFs_and_others_BMI1,0
chr19,1843161,234,TFs_and_others_CIC,0
chr9,117509468,252,TFs_and_others_SMARCA4,0
chr9,117509468,261,Histone_H3K27ac,0
chr9,117509468,159,TFs_and_others_NEUROD1,0
chr9,117509468,767,TFs_and_others_OTX2,0
chr3,162334343,153,TFs_and_others_RARA,0
chr3,162334343,137,Histone_H3K4me1,0
chrX,111988717,211,TFs_and_others_SMARCA4,0
chrX,111988717,238,TFs_and_others_ISL1,0
chrX,111988717,155,TFs_and_others_RARA,0
chrX,111988717,87,TFs_and_others_MEIS1,0
chrX,111988717,124,TFs_and_others_SMARCA2,0
chrX,111988717,862,TFs_and_others_HAND2,0
chr21,34442362,306,TFs_and_others_OLIG2,0
chr21,34442362,252,TFs_and_others_ARNTL,0
chr21,34442362,249,Histone_H3K27ac,0
chr21,34442362,495,TFs_and_others_BMI1,0
chr21,34442362,722,Histone_H3K4me2,0
chr21,34442362,1636,Histone_H3K4me3,0
chr21,34442362,185,Histone_H3K9me3,0
chr21,34442362,205,TFs_and_others_MCM3,0
chr21,34442362,112,TFs_and_others_MYCN,0
chr21,34442362,110,TFs_and_others_CTCF,0
chr21,34442362,434,Histone_H3K27me3,0
chr21,34442362,122,TFs_and_others_CIC,0
chr21,34442362,164,TFs_and_others_RBPJ,0
chr21,34442362,485,Histone_H3K4me1,0
chr1,90955903,166,Histone_H3K27me3,0
chr1,5997584,314,Histone_H3K36me3,0
chrX,12262862,1069,Histone_H3K27ac,0
chr7,149561122,143,Histone_H3K4me1,0
chr19,22746082,212,Histone_H3K27me3,0
chr4,25162321,1784,Histone_H3K9ac,0
chr4,25162321,210,TFs_and_others_NFIC,0
chr4,25162321,484,TFs_and_others_TOP2B,0
chr4,25162321,146,TFs_and_others_JUN,0
chr4,25162321,252,TFs_and_others_YY1,0
chr4,25162321,480,TFs_and_others_Epitope tags,0
chr4,25162321,124,TFs_and_others_PBX3,0
chr4,25162321,179,TFs_and_others_SMARCA4,0
chr4,25162321,221,TFs_and_others_E2F1,0
chr4,25162321,2231,Histone_H3K27ac,0
chr4,25162321,180,TFs_and_others_PITX3,0
chr4,25162321,218,TFs_and_others_TAF1,0
chr4,25162321,1206,Histone_H3K4me2,0
chr4,25162321,228,TFs_and_others_GABPA,0
chr4,25162321,123,Histone_H3K9K14ac,0
chr4,25162321,2495,Histone_H3K4me3,0
chr4,25162321,186,Histone_H3K9me3,0
chr4,25162321,173,TFs_and_others_ARID2,0
chr4,25162321,434,TFs_and_others_ELF1,0
chr4,25162321,504,TFs_and_others_CHD7,0
chr4,25162321,594,TFs_and_others_NEUROD1,0
chr4,25162321,198,TFs_and_others_SIN3A,0
chr4,25162321,135,TFs_and_others_TCF12,0
chr4,25162321,563,TFs_and_others_MYCN,0
chr4,25162321,417,TFs_and_others_OTX2,0
chr4,25162321,344,TFs_and_others_BRD4,0
chr4,25162321,281,TFs_and_others_RAD21,0
chr4,25162321,1944,TFs_and_others_NRF1,0
chr4,25162321,376,TFs_and_others_VSX2,0
chr4,25162321,361,TFs_and_others_CTCF,0
chr4,25162321,997,TFs_and_others_EP300,0
chr4,25162321,126,TFs_and_others_RCOR1,0
chr4,25162321,105,TFs_and_others_REST,0
chr4,25162321,714,TFs_and_others_MAX,0
chr4,25162321,103,TFs_and_others_GATA2,0
chr4,25162321,296,Histone_H3K27me3,0
chr4,25162321,359,Histone_H2A.Z,0
chr4,25162321,416,TFs_and_others_MXI1,0
chr4,25162321,116,TFs_and_others_STAG1,0
chr4,25162321,247,TFs_and_others_SMC3,0
chr16,23814203,142,Histone_H3K27ac,0
chr16,23814203,117,Histone_H3K27me3,0
chr1,7311185,123,Histone_H3K27ac,0
chr1,7311185,146,Histone_H3K27me3,0
chr4,101907015,114,Histone_H3K9ac,0
chr4,101907015,728,Histone_H3K27ac,0
chr4,101907015,205,Histone_H3K4me2,0
chr4,101907015,164,Histone_H3K27me3,0
chr4,101907015,431,Histone_H3.3,0
chr4,101907015,173,Histone_H3K4me1,0
chr4,101907015,174,Histone_H3.3 K27M mutant,0
chr4,101907015,105,Histone_H3K27M,0
chr11,43679171,111,Histone_H3K27me3,0
chr22,40451038,150,Histone_H3K27ac,0
chr22,40451038,113,TFs_and_others_GTF3C2,0
chr22,40451038,201,Histone_H3K27me3,0
chr1,80502743,133,Histone_H3K27ac,0
chr1,80502743,303,Histone_H3K4me2,0
chr1,80502743,497,Histone_H3K4me3,0
chr1,80502743,93,Histone_H3K4me1,0
chr9,98965890,507,Histone_H3K27ac,0
chr9,98965890,183,Histone_H3K4me3,0
chr9,98965890,229,Histone_H3K27me3,0
chr9,98965890,604,Histone_H3K4me1,0
chr17,20164747,251,TFs_and_others_MECP2,0
chr17,20164747,139,Histone_H3K36me2,0
chr17,20164747,147,Histone_H3K27ac,0
chr17,20164747,158,Histone_H3K36me3,0
chr17,20164747,164,Histone_H3K27me3,0
chr17,20164747,203,Histone_H3.3,0
chr20,51481977,285,Histone_H3K27ac,0
chr20,51481977,163,Histone_H3K4me3,0
chr20,51481977,74,Histone_H3.3,0
chr20,51481977,189,Histone_H3K4me1,0
chr3,48607215,258,Histone_H3K27me3,0
chr12,89200224,97,TFs_and_others_GTF3C2,0
chr9,138366934,78,TFs_and_others_ARID1A,0
chr9,138366934,246,TFs_and_others_SMARCA4,0
chr9,138366934,165,TFs_and_others_CTCFL,0
chr9,138366934,140,Histone_H3K4me3,0
chr9,138366934,365,TFs_and_others_NEUROD1,0
chr9,138366934,207,TFs_and_others_MYCN,0
chr9,138366934,1627,TFs_and_others_RAD21,0
chr9,138366934,617,TFs_and_others_NRF1,0
chr9,138366934,2097,TFs_and_others_CTCF,0
chr9,138366934,488,TFs_and_others_POU3F2,0
chr9,138366934,79,Histone_H3K4me1,0
chr9,138366934,1438,TFs_and_others_ASCL1,0
chr9,138366934,357,TFs_and_others_SMC1A,0
chr9,138366934,281,TFs_and_others_SMC3,0
chr3,135061545,179,Histone_H3K27me3,0
chr17,190627673,339,Histone_H3K27ac,0
chr17,190627673,157,TFs_and_others_PITX3,0
chr17,190627673,1103,TFs_and_others_MAU2,0
chr17,190627673,229,Histone_H3K4me3,0
chr17,190627673,705,Histone_H3K9me3,0
chr17,190627673,620,Histone_H3.3,0
chr17,190627673,297,Histone_H4K20me1,0
chr7,128006506,484,Histone_H3K27ac,0
chr7,128006506,188,Histone_H3K27me3,0
chr7,128006506,248,Histone_H3K4me1,0
chr19,32264391,207,Histone_H3K27ac,0
chr8,12973908,144,TFs_and_others_NFIC,0
chr8,12973908,122,TFs_and_others_PBX3,0
chr8,12973908,651,TFs_and_others_GATA3,0
chr8,12973908,690,Histone_H3K27ac,0
chr8,12973908,139,Histone_H3K4me2,0
chr8,12973908,157,Histone_H3K4me3,0
chr8,12973908,129,TFs_and_others_TCF12,0
chr8,12973908,78,Histone_H3K4me1,0
chr17,189405420,339,Histone_H3K27ac,0
chr17,189405420,157,TFs_and_others_PITX3,0
chr17,189405420,1103,TFs_and_others_MAU2,0
chr17,189405420,229,Histone_H3K4me3,0
chr17,189405420,705,Histone_H3K9me3,0
chr17,189405420,620,Histone_H3.3,0
chr17,189405420,297,Histone_H4K20me1,0
chr8,116855536,231,Histone_H3K27me3,0
chr17,84440586,339,Histone_H3K27ac,0
chr17,84440586,157,TFs_and_others_PITX3,0
chr17,84440586,1103,TFs_and_others_MAU2,0
chr17,84440586,229,Histone_H3K4me3,0
chr17,84440586,705,Histone_H3K9me3,0
chr17,84440586,620,Histone_H3.3,0
chr17,84440586,297,Histone_H4K20me1,0
chr13,111970185,273,TFs_and_others_CIC,0
chr20,18635837,168,TFs_and_others_RARA,0
chr8,6633351,105,Histone_H3K27me3,0
chr6,157402364,124,TFs_and_others_NANOG,0
chr6,157402364,112,Histone_H3K4me1,0
chr2,70145825,642,Histone_H3K27ac,0
chr2,70145825,186,Histone_H3K4me1,0
chr3,72309953,152,Histone_H3K27ac,0
chr3,72309953,94,Histone_H3K27me3,0
chr3,72309953,106,Histone_H3K4me1,0
chr11,638495,999,Histone_H3K27ac,0
chr11,638495,107,Histone_H3K4me2,0
chr11,638495,915,Histone_H3K4me3,0
chr11,638495,98,TFs_and_others_NEUROD1,0
chr11,638495,764,TFs_and_others_OTX2,0
chr11,638495,326,TFs_and_others_VSX2,0
chr11,638495,178,Histone_H3K27me3,0
chr4,186587200,1134,TFs_and_others_SMARCA4,0
chr4,186587200,397,Histone_H3K27ac,0
chr4,186587200,315,Histone_H3K36me3,0
chr4,186587200,193,Histone_H3K4me2,0
chr4,186587200,181,Histone_H3K4me3,0
chr4,186587200,217,Histone_H3K9me3,0
chr4,186587200,158,TFs_and_others_CTCF,0
chr4,186587200,176,TFs_and_others_POU5F1,0
chr4,186587200,326,Histone_H3K27me3,0
chr4,186587200,376,Histone_H3K4me1,0
chr5,90323073,716,Histone_H3K27ac,0
chr5,90323073,124,Histone_H3.3,0
chr17,130276004,339,Histone_H3K27ac,0
chr17,130276004,157,TFs_and_others_PITX3,0
chr17,130276004,1103,TFs_and_others_MAU2,0
chr17,130276004,229,Histone_H3K4me3,0
chr17,130276004,705,Histone_H3K9me3,0
chr17,130276004,620,Histone_H3.3,0
chr17,130276004,297,Histone_H4K20me1,0
chr13,114195858,867,Histone_H3K36me3,0
chr13,114195858,475,Histone_H3K9me3,0
chr13,114195858,148,Histone_H3K27me3,0
chr16,30109995,120,Histone_H3K4me2,0
chr16,30109995,1445,Histone_H3K4me3,0
chr16,30109995,177,Histone_H3K79me2,0
chr12,73508101,208,Histone_H3K27me3,0
chr19,1037284,179,Histone_H3K36me3,0
chr17,137492600,339,Histone_H3K27ac,0
chr17,137492600,157,TFs_and_others_PITX3,0
chr17,137492600,1103,TFs_and_others_MAU2,0
chr17,137492600,229,Histone_H3K4me3,0
chr17,137492600,705,Histone_H3K9me3,0
chr17,137492600,620,Histone_H3.3,0
chr17,137492600,297,Histone_H4K20me1,0
chr17,108466518,339,Histone_H3K27ac,0
chr17,108466518,157,TFs_and_others_PITX3,0
chr17,108466518,1103,TFs_and_others_MAU2,0
chr17,108466518,229,Histone_H3K4me3,0
chr17,108466518,705,Histone_H3K9me3,0
chr17,108466518,620,Histone_H3.3,0
chr17,108466518,297,Histone_H4K20me1,0
chr21,45155764,256,Histone_H3K27ac,0
chr21,45155764,387,Histone_H3K4me2,0
chr17,167246246,339,Histone_H3K27ac,0
chr17,167246246,157,TFs_and_others_PITX3,0
chr17,167246246,1103,TFs_and_others_MAU2,0
chr17,167246246,229,Histone_H3K4me3,0
chr17,167246246,705,Histone_H3K9me3,0
chr17,167246246,620,Histone_H3.3,0
chr17,167246246,297,Histone_H4K20me1,0
chrX,149861275,447,Histone_H3K27ac,0
chrX,149861275,327,Histone_H3K4me2,0
chrX,149861275,1911,Histone_H3K4me3,0
chr2,160919795,650,Histone_H3K27ac,0
chr2,160919795,908,Histone_H3K4me2,0
chr2,160919795,318,Histone_H3K4me3,0
chr2,160919795,205,Histone_H3K27me3,0
chr2,160919795,327,Histone_H3K4me1,0
chr5,147866714,156,Histone_H3K27me3,0
chr5,147866714,189,Histone_H3K4me1,0
chr3,143906730,283,TFs_and_others_FLI1,0
chr3,143906730,831,Histone_H3K27ac,0
chr3,143906730,385,TFs_and_others_MAU2,0
chr3,143906730,314,TFs_and_others_BRD4,0
chr3,143906730,139,Histone_H3.3,0
chr3,143906730,204,TFs_and_others_STAG1,0
chr13,96744556,317,TFs_and_others_EZH2,0
chr13,96744556,820,Histone_H3K4me3,0
chr13,96744556,492,Histone_H3K27me3,0
